seed,arm,homeownership_rate,rental_vacancy_rate,annual_appreciation_g,mean_ltv_owner_occupier,mean_lti_owner_occupier,institutional_share_of_rentals,investor_share_of_stock,median_price,median_rent,n_households,n_purchases_ftb,n_purchases_repeat,n_purchases_investor,n_purchases_institutional,n_purchases_small_landlord,n_purchases_total,ftb_purchase_share,repeat_buyer_purchase_share,investor_purchase_share,institutional_purchase_share,small_landlord_purchase_share
42,ownership_cap_soft,0.48710428503048436,0.05278345591091139,0.021985023280759717,0.861302421931433,1.9614452169255623,0.2000452881085915,0.4596626709750392,210112.2456922942,1368.9419845412147,647.8666666666667,1.0083333333333333,0.85,1.975,0.15,1.825,3.8333333333333335,0.26304347826086955,0.2217391304347826,0.5152173913043478,0.0391304347826087,0.47608695652173916
42,ownership_cap_hard,0.4882943295621001,0.050487385274565845,0.009625950821942042,0.8628046771339154,1.9767842644128997,0.1610236010745744,0.45617066290550073,209925.24761709676,1353.637589542565,636.4666666666667,1.0166666666666666,0.975,2.175,0.05,2.125,4.166666666666667,0.244,0.234,0.522,0.012,0.51
42,purchase_tax,0.4914350103249378,0.04592068735055547,0.014544531014017316,0.8545623750419289,1.9731726478976417,0.2696206068784593,0.4397549203935076,211297.61257640936,1371.0033217342702,644.4,0.925,1.0583333333333333,1.8166666666666667,0.36666666666666664,1.45,3.8,0.24342105263157895,0.27850877192982454,0.4780701754385965,0.09649122807017543,0.3815789473684211
42,vacancy_tax,0.486785852087839,0.052918659272874535,0.014020588060392754,0.8645734550732975,1.9631532528672773,0.26892822620476226,0.4543258940500779,210092.37891610054,1363.5642679862974,653.5083333333333,1.075,1.0416666666666667,1.825,0.375,1.45,3.941666666666667,0.2727272727272727,0.2642706131078224,0.4630021141649049,0.09513742071881606,0.3678646934460888
42,portfolio_tax,0.4956301084645099,0.05055321768809544,0.014256041243054258,0.8617496996722622,1.9428188187167494,0.26796340883492376,0.44976952569356954,208413.7549967331,1352.6854875546023,648.55,0.925,1.0666666666666667,2.0166666666666666,0.43333333333333335,1.5833333333333333,4.008333333333334,0.23076923076923078,0.2661122661122661,0.5031185031185031,0.10810810810810811,0.39501039501039503
43,baseline,0.6273862451973481,0.01288793623533014,0.004669631756390694,0.8841683544600568,2.087933450193588,0.32357769580741746,0.26658713767447767,194909.46517433933,1851.075738783175,651.0916666666667,1.4583333333333333,1.5666666666666667,0.175,0.016666666666666666,0.15833333333333333,3.2,0.4557291666666667,0.4895833333333333,0.0546875,0.005208333333333333,0.049479166666666664
43,waiting_period,0.627049894296626,0.020516451369013568,0.013157961629929537,0.8879293238284315,2.077504054837983,0.36495366354806175,0.28770701475613064,199590.02798154665,1766.662771050712,647.55,1.4333333333333333,1.325,0.5916666666666667,0.30833333333333335,0.2833333333333333,3.35,0.42786069651741293,0.39552238805970147,0.17661691542288557,0.09203980099502487,0.0845771144278607
43,ownership_cap_soft,0.6078598928520599,0.01765896303022719,0.006446791753672613,0.8776366590338117,2.062187466254811,0.2973643621018952,0.2769925404555224,197409.41917510534,1724.5482970394637,652.075,1.3583333333333334,1.6083333333333334,0.8333333333333334,0.041666666666666664,0.7916666666666666,3.8,0.3574561403508772,0.4232456140350877,0.21929824561403508,0.010964912280701754,0.20833333333333334
43,ownership_cap_hard,0.6088657620372709,0.028700051427526383,0.018961399227790488,0.8843773650935753,2.0363785413305115,0.2266445664405868,0.3091215604498026,200738.0641515652,1490.4587816294977,658.8083333333333,1.475,1.275,1.1916666666666667,0.016666666666666666,1.175,3.941666666666667,0.37420718816067655,0.32346723044397463,0.3023255813953488,0.004228329809725159,0.29809725158562367
43,purchase_tax,0.6273862451973481,0.01288793623533014,0.004669631756390694,0.8841683544600568,2.087933450193588,0.32357769580741746,0.26658713767447767,194909.46517433933,1851.075738783175,651.0916666666667,1.4583333333333333,1.5666666666666667,0.175,0.016666666666666666,0.15833333333333333,3.2,0.4557291666666667,0.4895833333333333,0.0546875,0.005208333333333333,0.049479166666666664
43,vacancy_tax,0.6254679991376418,0.016876510159184305,0.0011618711249656956,0.8846067545597748,2.0531751497255732,0.3125203431201898,0.2686505077869402,194152.19170130987,1752.110931827563,656.5,1.4083333333333334,1.475,0.325,0.08333333333333333,0.24166666666666667,3.2083333333333335,0.43896103896103894,0.4597402597402597,0.1012987012987013,0.025974025974025976,0.07532467532467532
43,portfolio_tax,0.6253084529559171,0.013088835725385613,0.00921866692122643,0.8842427806044775,2.086212473523553,0.3222598258850416,0.2670759608608602,195287.29821714383,1846.337481913245,651.7,1.4583333333333333,1.6416666666666666,0.225,0.03333333333333333,0.19166666666666668,3.325,0.43859649122807015,0.49373433583959897,0.06766917293233082,0.010025062656641603,0.05764411027568922
44,baseline,0.6470323968651474,0.010341769834974979,0.02750007525260961,0.8892625259691688,2.0389653385849513,0.31912996769494256,0.23788075528366023,172970.497567546,2010.3220629231173,676.8333333333334,2.091666666666667,1.7,0.14166666666666666,0.03333333333333333,0.10833333333333334,3.933333333333333,0.5317796610169492,0.4322033898305085,0.036016949152542374,0.00847457627118644,0.02754237288135593
44,waiting_period,0.5936657239425381,0.008500390895450464,0.010156579417835133,0.8827506640786351,2.0547823020732277,0.2990164508322159,0.23610484595696277,171440.5834224396,1958.5388748168887,692.2666666666667,1.85,1.5416666666666667,0.08333333333333333,0.0,0.08333333333333333,3.475,0.5323741007194245,0.44364508393285373,0.023980815347721823,0.0,0.023980815347721823
44,ownership_cap_soft,0.6263305356593905,0.011025954397090967,0.03769083853040063,0.8928354962004936,2.0879446285285037,0.3310400930421498,0.2383412055898272,173582.44219744392,1954.241490071702,670.2333333333333,2.1,1.7416666666666667,0.15,0.03333333333333333,0.11666666666666667,3.9916666666666667,0.5260960334029228,0.4363256784968685,0.037578288100208766,0.008350730688935281,0.029227557411273485
44,ownership_cap_hard,0.6701776759315473,0.005086343211786289,0.0019569539681668366,0.8883410973939259,2.0616081744833874,0.26817999017292304,0.22019536681260593,170629.08021020607,2096.1032260263437,688.8833333333333,2.283333333333333,2.0083333333333333,0.09166666666666666,0.008333333333333333,0.08333333333333333,4.383333333333334,0.5209125475285171,0.45817490494296575,0.02091254752851711,0.0019011406844106464,0.019011406844106463
44,purchase_tax,0.6470323968651474,0.010341769834974979,0.02750007525260961,0.8892625259691688,2.0389653385849513,0.31912996769494256,0.23788075528366023,172970.497567546,2010.3220629231173,676.8333333333334,2.091666666666667,1.7,0.14166666666666666,0.03333333333333333,0.10833333333333334,3.933333333333333,0.5317796610169492,0.4322033898305085,0.036016949152542374,0.00847457627118644,0.02754237288135593
44,vacancy_tax,0.5812445209425785,0.01149705619432982,0.023432653177067157,0.9028357526046846,2.183934494677166,0.3397994086275395,0.25304679868530205,166023.54992302935,1906.7819835602882,677.4583333333334,2.225,1.35,0.1,0.05,0.05,3.675,0.6054421768707483,0.3673469387755102,0.027210884353741496,0.013605442176870748,0.013605442176870748
44,portfolio_tax,0.647176321084817,0.009928832201292665,0.026725983042523292,0.889358865283762,2.0392764302496857,0.3192982672355049,0.2377125184061367,172817.6358869509,2011.2321701839683,676.8333333333334,2.1083333333333334,1.6833333333333333,0.10833333333333334,0.025,0.08333333333333333,3.9,0.5405982905982906,0.43162393162393164,0.027777777777777776,0.00641025641025641,0.021367521367521368
45,baseline,0.5989953446164304,0.019674537365947598,0.00830182713401046,0.8606828558308812,1.9427171658541742,0.2760254008867455,0.3237759705686708,213731.9049956124,1514.2070985688028,648.6333333333333,1.0833333333333333,1.35,0.65,0.18333333333333332,0.4666666666666667,3.0833333333333335,0.35135135135135137,0.43783783783783786,0.21081081081081082,0.05945945945945946,0.15135135135135136
45,waiting_period,0.5946130486100906,0.026402942262810977,0.007796559404985761,0.8534530494893553,1.930296084458613,0.36643567340566713,0.3383652026991083,215424.70045606978,1484.4165040618605,646.9416666666667,1.0666666666666667,1.2666666666666666,1.1,0.725,0.375,3.433333333333333,0.3106796116504854,0.36893203883495146,0.32038834951456313,0.2111650485436893,0.10922330097087378
