parameter,value,policy,outcome,n,baseline_mean,policy_mean,mean_diff,sd_diff,se_diff,ci_lo,ci_hi,boot_ci_lo,boot_ci_hi,t_stat,p_value,arm_correlation,variance_reduction_factor,seeds_same_direction
beta_institutional,50.0,ownership_cap_soft,rental_vacancy_rate,15,0.05209459406221407,0.050812458189298984,-0.0012821358729151004,0.008575935628464657,0.002214297057812697,-0.006031330725607333,0.0034670589797771312,-0.005525338278974876,0.002975790049041006,-0.5790261376138963,0.571770796751182,0.6974495789946917,3.2601829195267062,9
beta_institutional,50.0,ownership_cap_hard,rental_vacancy_rate,15,0.05209459406221407,0.04671346833962197,-0.005381125722592104,0.006503032129575373,0.001679075675846478,-0.00898238488015422,-0.0017798665650299878,-0.008587804165807941,-0.002273363037548328,-3.2048142915770006,0.006359359574750649,0.8259264409047817,5.350227559704139,11
beta_institutional,50.0,purchase_tax,rental_vacancy_rate,15,0.05209459406221407,0.05205054598447098,-4.404807774309738e-05,0.0019153102249747061,0.0004945309736098545,-0.001104711526704544,0.0010166153712183493,-0.0010633980278419307,0.0007864163403182489,-0.08907041235772585,0.9302876043873555,0.9870795978845496,68.519405565272,5
beta_institutional,50.0,vacancy_tax,rental_vacancy_rate,15,0.05209459406221407,0.0526868857139596,0.0005922916517455324,0.006118438154423566,0.0015797739384588343,-0.0027959864613804554,0.00398056976487152,-0.002532505644182169,0.003376901717633821,0.37492177667100207,0.7133371445655807,0.8486827397900523,6.369320669336046,9
beta_institutional,50.0,portfolio_tax,rental_vacancy_rate,15,0.05209459406221407,0.05184112195290594,-0.00025347210930814167,0.005075261997620285,0.0013104270129615167,-0.0030640585221958943,0.0025571143035796108,-0.0028579553199508164,0.002145345333654197,-0.19342710948494876,0.8494026972741364,0.8982414600659637,9.542459006322938,8
beta_institutional,75.0,waiting_period,homeownership_rate,15,0.5311605468153202,0.5053782223244735,-0.02578232449084679,0.013680167105547704,0.003532203958208052,-0.033358148519421996,-0.018206500462271583,-0.032117131878173666,-0.01934038459799884,-7.299217371333961,3.9143057707977275e-06,0.7869691694373713,4.015307624880624,15
beta_institutional,75.0,ownership_cap_soft,homeownership_rate,15,0.5311605468153202,0.5296225574365858,-0.0015379893787343501,0.012439991595890923,0.003211992018523051,-0.008427027101760826,0.005351048344292126,-0.007628320989518611,0.004258993621085841,-0.4788272728777058,0.63945378941554,0.8424721299575327,6.347427583145787,9
beta_institutional,75.0,ownership_cap_hard,homeownership_rate,15,0.5311605468153202,0.5356250339796949,0.004464487164374657,0.010782750088658534,0.002784094101312737,-0.0015068008020313831,0.010435775130780697,-0.0005210851582139716,0.009665648252444705,1.6035690612144153,0.13112387217509916,0.8734249041189475,7.164038572973445,11
beta_institutional,75.0,purchase_tax,homeownership_rate,15,0.5311605468153202,0.5310865986874256,-7.394812789460748e-05,0.002577718417427994,0.0006655640334607173,-0.0015014410068180338,0.0013535447510288187,-0.001220068515480636,0.0012453965900883074,-0.11110595551580692,0.9131094708133745,0.9932488106074252,147.7625810810094,5
beta_institutional,75.0,vacancy_tax,homeownership_rate,15,0.5311605468153202,0.5266161477794434,-0.004544399035876808,0.012816724557567534,0.003309264050959112,-0.011642064519178857,0.002553266447425241,-0.0107188904594835,0.0010712642777954075,-1.3732355490217594,0.19127348111087789,0.8156747716485161,5.1638377403332045,9
